Bought Condition,Colour,Current Condition,Drivetrain,Engine Size,Horse Power,Make,Mileage,Model,Number of Cylinders,Registered city,Seats,Selling Condition,Trim,Year of manufacture,detail_url,State,City,name,price
Imported,Blue,Foreign Used,,2000,,Mercedes-Benz,103269,GLC-Class,,,,Imported,,2019,/jEY4wdZOGCY3nsEGwobhhMwxKouhfwX?lid=XeJyLJBwF0RoxMuk,Lagos State, Lekki,Mercedes-Benz GLC-Class 2019 Blue,"47,061,000"
Registered,Ivory,Local Used,,3000,,Toyota,193521,Camry,,Delta,,Registered,,2002,/jlCs49PNag4RFO65cLcm2NZ5y3Ebe4?lid=XeJyLJBwF0RoxMuk,Delta State, Oshimili South,Toyota Camry 2002 Ivory,"5,200,000"
Imported,Silver,Local Used,,3600,,Mercedes-Benz,166561,GLK-Class,,,,Registered,,2014,/jEY4wdZxxu2RLRxADk7UlVdVtvgmkOT?lid=XeJyLJBwF0RoxMuk,Lagos State, Ikotun/Igando,Mercedes-Benz GLK-Class 2014 Silver,"19,760,000"
Imported,Red,Foreign Used,,2400,,Hyundai,211740,Sonata,,,,Imported,,2014,/jEY4wdZS7UMmJmQNWcyZk3jGFKr1KKZ?lid=XeJyLJBwF0RoxMuk,Lagos State, Abule Egba,Hyundai Sonata 2014 Red,"10,185,000"
Imported,Silver,Local Used,,3500,,Lexus,92831,ES,,,,Registered,,2011,/jEY4wdZJxYsuknw8i4V3sdWmrYrmroq?lid=XeJyLJBwF0RoxMuk,Abuja (FCT), Kubwa,Lexus ES 2011 Silver,"8,810,550"
Registered,Black,Local Used,,2500,,Nissan,211077,Altima,,Abuja,,Registered,,2008,/jEY4wdZyQzro3cS3rKa98PMFmGlp9Yt?lid=XeJyLJBwF0RoxMuk,Lagos State, Ikeja,Nissan Altima 2008 Black,"3,087,000"
Registered,Gray,Local Used,Front Wheel,1800,132,Toyota,198272,Matrix,4,Lagos,5,Registered,L Hatchback FWD (1.8L 4cyl 5M),2011,/jEY4wdZuNyndiQr7Up1wUQJBPK8g2yy?lid=XeJyLJBwF0RoxMuk,Ondo State, Akure,Toyota Matrix L Hatchback FWD (1.8L 4cyl 5M) 2011 Gray,"7,140,000"
Imported,Silver,Local Used,,3500,,Honda,286095,Pilot,,Lagos,,Registered,,2004,/jEY4wdZRUDGtAkS1uxMWTjSVbG1CpFx?lid=XeJyLJBwF0RoxMuk,Lagos State, Ikeja,Honda Pilot 2004 Silver,"3,360,000"
Imported,Black,Local Used,,2400,,Toyota,19366,Camry,,Abuja,,Registered,,2007,/jEY4wdZI7kF6BVRBy9dCggCKSGemgTu?lid=XeJyLJBwF0RoxMuk,Abuja (FCT), Lugbe District,Toyota Camry 2007 Black,"8,320,000"
Registered,Black,Local Used,,2400,,Honda,143242,Civic,,Lagos,,Registered,,2007,/jEY4wdZtGJsSTExHQmlD4UKCrotEE7d?lid=XeJyLJBwF0RoxMuk,Lagos State, Surulere,Honda Civic 2007 Black,"4,680,000"
Imported,Black,Foreign Used,,3500,,Mercedes-Benz,259641,GLE-Class,,,,Imported,,2016,/jEY4wdZG5YiK0DtWrnJrF87HMvhhZ7y?lid=XeJyLJBwF0RoxMuk,Oyo State, Ibadan,Mercedes-Benz GLE-Class 2016 Black,"47,840,000"
Imported,Red,Local Used,,3500,,Toyota,258682,Sienna,,Lagos,,Registered,,2009,/jEY4wdZHzFDZOGXRrdpqU5Kj149pwlD?lid=XeJyLJBwF0RoxMuk,Lagos State, Ajah,Toyota Sienna 2009 Red,"5,565,000"
Imported,Silver,Foreign Used,,2700,,Toyota,210749,Venza,,,,Imported,,2014,/jEY4wdZueBzS6pYj5GmDvUn3WeBXSww?lid=XeJyLJBwF0RoxMuk,Lagos State, Ikeja,Toyota Venza 2014 Silver,"20,160,000"
Registered,Black,Local Used,,1800,,Toyota,1,Corolla,,Lagos,,Registered,,2004,/jEY4wdZXBFQUGNM8DMUNkfcrRZA5KbO?lid=XeJyLJBwF0RoxMuk,Lagos State, Ikotun/Igando,Toyota Corolla 2004 Black,"5,200,000"
Imported,Gray,Foreign Used,,3500,,Toyota,98724,Highlander,,,,Imported,,2017,/jEY4wdZgt8DCctNNC2DQcY2mLmxxcPv?lid=wBcBPfsHh5-sUOG3,Lagos State, Mushin,Toyota Highlander 2017 Gray,"32,550,000"
Registered,Blue,Local Used,,1800,,Honda,132455,Civic,,,,Registered,,2007,/jEY4wdZyqnRpSd7fgq23BuyZnQYBgVp?lid=wBcBPfsHh5-sUOG3,Abuja (FCT), Kubwa,Honda Civic 2007 Blue,"5,710,640"
Registered,Blue,Local Used,,1800,,Toyota,298271,Corolla,,,,Registered,,2006,/jEY4wdZQKlRKi4DvDfm8hlPqBGUSOPG?lid=wBcBPfsHh5-sUOG3,Abuja (FCT), Gwarinpa,Toyota Corolla 2006 Blue,"6,240,000"
Imported,Silver,Foreign Used,,1600,,Audi,231244,A4,,,,Imported,,2010,/jEY4wdZUkUNbKU9A4SgTMdvc7LXTtOX?lid=wBcBPfsHh5-sUOG3,Lagos State, Ikotun/Igando,Audi A4 2010 Silver,"11,025,000"
Imported,Red,Foreign Used,,1000,,Nissan,48857,Micra,,,,Imported,,2003,/jEY4wdZQNDpbvEEkmEL1vlDsXhOfukY?lid=wBcBPfsHh5-sUOG3,Oyo State, Ibadan,Nissan Micra 2003 Red,"4,725,000"
Imported,White,Local Used,,2700,,Toyota,262704,HiAce,,,,Registered,,2011,/jEY4wdZuz5I0efOC2NblsyVVszIgBjx?lid=wBcBPfsHh5-sUOG3,Lagos State, Lekki,Toyota HiAce 2011 White,"14,700,000"
Imported,Gray,Foreign Used,,2400,,Toyota,126254,Camry,,,,Imported,,2015,/jEY4wdZ9D5udegbyJMX87xgFS536ayp?lid=wBcBPfsHh5-sUOG3,Lagos State, Isolo,Toyota Camry 2015 Gray,"17,680,000"
Registered,Black,Local Used,,1800,,Toyota,179153,Corolla,,Abia,,Registered,,2003,/jEY4wdZMjVLoP7cftentUOCdNRZPYuP?lid=wBcBPfsHh5-sUOG3,Rivers State, Port-Harcourt,Toyota Corolla 2003 Black,"5,408,000"
Imported,Black,Local Used,,3700,,Ford,105228,Edge,,Abuja,,Registered,,2013,/jEY4wdZKPiq5kCYCPbQ5wqQxOteEazJ?lid=wBcBPfsHh5-sUOG3,Abia State, Aba North,Ford Edge 2013 Black,"6,825,000"
Imported,Blue,Local Used,,3500,,Mercedes-Benz,135612,GLE-Class,,,,Registered,,2017,/jEY4wdZWSV3ysLJ0LETlAC65W2KS6bJ?lid=wBcBPfsHh5-sUOG3,Lagos State, Lekki,Mercedes-Benz GLE-Class 2017 Blue,"26,775,000"
Imported,Blue,Foreign Used,,2500,,Toyota,230918,Camry,,,,Imported,,2008,/jEY4wdZWBXLtdqcZDJ4FvY4GP8knkJi?lid=wBcBPfsHh5-sUOG3,Lagos State, Alimosho,Toyota Camry 2008 Blue,"12,480,000"
Imported,Blue,Local Used,,1800,,Toyota,140396,Corolla,,,,Registered,,2017,/jEY4wdZG8SwfBeAvnZGEKi3gvM04EKr?lid=wBcBPfsHh5-sUOG3,Abuja (FCT), Gwarinpa,Toyota Corolla 2017 Blue,"14,700,000"
Registered,Silver,Local Used,,,,Toyota,174776,Camry,,,,Registered,,2001,/jEY4wdZgxTOLgKw4g9CsvZqImcvZxNi?lid=wBcBPfsHh5-sUOG3,Lagos State, Ojodu,Toyota Camry 2001 Silver,"2,756,000"
Registered,Silver,Local Used,,1800,,Toyota,83314,Corolla,,Lagos,,Registered,,2008,/jEY4wdZCg0rOunXPixhwKva41P0OLGh?lid=wBcBPfsHh5-sUOG3,Lagos State, Ilupeju,Toyota Corolla 2008 Silver,"5,712,000"
Imported,Black,Local Used,,4000,,Toyota,167594,Land Cruiser,,,,Registered,,2013,/jEY4wdZFFCCEv3d0PgVjImIhrIgX6ir?lid=wBcBPfsHh5-sUOG3,Lagos State, Ikoyi,Toyota Land Cruiser 2013 Black,"25,200,000"
Imported,Black,Foreign Used,,1500,,Toyota,313168,Vios,,,,Imported,,2010,/jEY4wdZriccVFhajax1KBT1S9YrX4zB?lid=UgHSljXSqNyJCltB,Ogun State, Abeokuta North,Toyota Vios 2010 Black,"6,300,000"
Imported,Silver,Foreign Used,,3500,,Lexus,107553,RX 350,,,,Imported,,2016,/jEY4wdZZXPhKL82sGAFozqWfMvlhSVM?lid=UgHSljXSqNyJCltB,Oyo State, Ibadan,Lexus RX 350 2016 Silver,"46,800,000"
Registered,Gray,Local Used,,2400,,Honda,100508,Accord,,,,Registered,,2009,/jEY4wdZbNzQ8Ljce98ezd9nlXtgMrbm?lid=UgHSljXSqNyJCltB,Abuja (FCT), Kubwa,Honda Accord 2009 Gray,"5,609,760"
Imported,Silver,Local Used,,2000,,Nissan,145222,NV200,,,,Registered,,2014,/jEY4wdZMBMMHSXp4o91sGaauf9r5cfR?lid=UgHSljXSqNyJCltB,Abuja (FCT), Kubwa,Nissan NV200 2014 Silver,"15,218,700"
Imported,Gray,Foreign Used,,3500,,Lexus,149657,RX 350,,,,Imported,,2013,/jEY4wdZknBUT0JT5arXgXbsAUCvT0Bs?lid=UgHSljXSqNyJCltB,Ogun State, Abeokuta North,Lexus RX 350 2013 Gray,"23,100,000"
Registered,Orange,Local Used,,1800,,Toyota,121047,Corolla,,,,Registered,,2012,/jEY4we0001E5G99KCyqIYAdhOFv7GFe?lid=UgHSljXSqNyJCltB,Lagos State, Isolo,Toyota Corolla 2012 Orange,"7,586,250"
Brand new,Black,Local Used,,3500,,Kia,64850,Sorento,,Lagos,,Registered,,2015,/jEY4wdZcDZz1RQ616oUo0t3j27dXy5m?lid=UgHSljXSqNyJCltB,Lagos State, Yaba,Kia Sorento 2015 Black,"15,750,000"
Imported,Black,Foreign Used,,3500,,Nissan,125341,Pathfinder,,,,Imported,,2014,/jEY4wdZTKC9Gv3LjBjmuE75C8shVjtg?lid=UgHSljXSqNyJCltB,Lagos State, Ikorodu,Nissan Pathfinder 2014 Black,"12,915,000"
Imported,Silver,Local Used,,2200,,Toyota,236218,Camry,,Ondo,,Registered,,2001,/jEY4wdZrhXLxmbbWHG7il0m72E94urg?lid=UgHSljXSqNyJCltB,Ondo State, Akure,Toyota Camry 2001 Silver,"2,625,000"
Registered,Silver,Local Used,,3000,,Mercedes-Benz,465714,C300,,,,Registered,,2008,/jEY4wdZyfd7jee1fSiZm0VOeKHKVKXq?lid=UgHSljXSqNyJCltB,Ondo State, Akure,Mercedes-Benz C300 2008 Silver,"5,250,000"
Imported,Gray,Local Used,,2000,,Hyundai,96308,Tucson,,,,Registered,,2019,/jEY4wdZrU2ZQ2ztwDc0glFk03oWRHcr?lid=UgHSljXSqNyJCltB,Abuja (FCT), Gwarinpa,Hyundai Tucson 2019 Gray,"27,300,000"
Registered,Gray,Local Used,,3500,,Lexus,99564,IS,,,,Registered,,2008,/jEY4wdZyZEkH5o0wnoe2lJ11wdEsF9A?lid=UgHSljXSqNyJCltB,Rivers State, Port-Harcourt,Lexus IS 2008 Gray,"11,440,000"
Imported,White,Local Used,Front,2500,178,Toyota,226564,Camry,4,,5,Registered,SE 4dr Sedan (2.5L 4cyl 6A),2013,/jEY4we017AFp9baW7GM7xVb3nBnW17e?lid=UgHSljXSqNyJCltB,Abuja (FCT), Wuse,Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 White,"11,232,000"
Imported,Red,Local Used,,2400,,Toyota,231835,Camry,,Lagos,,Registered,,2011,/jlCs49PyHdAIey6819JEYG0RhIdF5M?lid=UgHSljXSqNyJCltB,Lagos State, Isolo,Toyota Camry 2011 Red,"8,840,000"
Registered,Gold,Local Used,Front,1800,132,Toyota,138754,Corolla,4,Lagos,5,Registered,LE 4dr Sedan (1.8L 4cyl 4A),2010,/jEY4wdZyntIJavnBUZRqnRCEQD3Tpdn?lid=UgHSljXSqNyJCltB,Lagos State, Lekki,Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gold,"6,738,375"
Imported,Black,Foreign Used,,3000,,Mercedes-Benz,246381,GLE-Class,,,,Imported,,2016,/jEY4wdZCBZaBinxhhF2Oky3aYNPALNb?lid=d8bSWVGjNiytOFDi,Lagos State, Amuwo-Odofin,Mercedes-Benz GLE-Class 2016 Black,"36,540,000"
Registered,Black,Local Used,,3500,,Honda,135201,Pilot,,,,Registered,,2010,/jEY4wdZJKstSYW78acqHy7yvxoctpUl?lid=d8bSWVGjNiytOFDi,Lagos State, Ikeja,Honda Pilot 2010 Black,"5,775,000"
Imported,Black,Local Used,,3500,,Ford,137955,Explorer,,,,Registered,,2012,/jEY4wdZnEN5Xq3cQdgRKfZUew2AYKMC?lid=d8bSWVGjNiytOFDi,Lagos State, Ikoyi,Ford Explorer 2012 Black,"7,350,000"
Imported,Gray,Foreign Used,,3500,,Infiniti,129650,QX60,,,,Imported,,2017,/jEY4wdZktyy7ZWMDsGQ94S1bULVrxR9?lid=d8bSWVGjNiytOFDi,Abuja (FCT), Kubwa,Infiniti QX60 2017 Gray,"30,335,550"
Imported,Blue,Local Used,,2000,,Mercedes-Benz,,C300,,,,Registered,,2015,/jEY4wdZfydbKGXf6e3zJOrPagMWB4hC?lid=d8bSWVGjNiytOFDi,Lagos State, Lekki,Mercedes-Benz C300 2015 Blue,"11,550,000"
Imported,Silver,Local Used,Front Wheel,1800,126,Toyota,204059,Matrix,4,Lagos,5,Registered,XR Hatchback FWD (1.8L 4cyl 4A),2007,/jEY4wdZAs7Mpdqx3twMpbp1N9SXDVCr?lid=d8bSWVGjNiytOFDi,Lagos State, Magodo,Toyota Matrix XR Hatchback FWD (1.8L 4cyl 4A) 2007 Silver,"4,357,500"
Imported,Gray,Foreign Used,,3000,,Mercedes-Benz,276235,G-Class,,,,Imported,,2016,/jEY4wdZpUFx7bYlTQAg3m3vW7lYr1mv?lid=d8bSWVGjNiytOFDi,Lagos State, Amuwo-Odofin,Mercedes-Benz G-Class 2016 Gray,"37,590,000"
Imported,Silver,Local Used,,1800,,Toyota,191374,Corolla,,Lagos,,Registered,,2004,/jEY4wdZkQfxokQiqN9BLJ701z4dsgRB?lid=d8bSWVGjNiytOFDi,Lagos State, Ikeja,Toyota Corolla 2004 Silver,"4,725,000"
Imported,Gray,Local Used,,3000,,BMW,431977,528i,,,,Registered,,2009,/jEY4we00Ny6SXrMwCK9JR3XXpuOA6Al?lid=d8bSWVGjNiytOFDi,Lagos State, Lekki,BMW 528i 2009 Gray,"6,300,000"
Registered,Blue,Local Used,,3500,,Mercedes-Benz,136419,M Class,,Abuja,,Registered,,2010,/jEY4wdZpJ2jULI0i3CCsuicm6SY9JSz?lid=d8bSWVGjNiytOFDi,Rivers State, Port-Harcourt,Mercedes-Benz M Class 2010 Blue,"10,920,000"
Registered,White,Local Used,,3700,,Mitsubishi,157941,L200,,,,Registered,,2019,/jEY4wdZAFYVulQ4hn9eclT2xkrC3Axv?lid=d8bSWVGjNiytOFDi,Abuja (FCT), Lugbe District,Mitsubishi L200 2019 White,"13,650,000"
Imported,White,Foreign Used,,3500,,Mercedes-Benz,277576,C230,,,,Imported,,2007,/jEY4wdZuvLp4KpuBpit3rAWz4FtfiN2?lid=d8bSWVGjNiytOFDi,Lagos State, Amuwo-Odofin,Mercedes-Benz C230 2007 White,"9,240,000"
Imported,Black,Local Used,,3500,,Lexus,341365,GS,,Lagos,,Registered,,2008,/jEY4wdZWqVOqqTBg9JAUftyqUXflxgm?lid=d8bSWVGjNiytOFDi,Oyo State, Ibadan,Lexus GS 2008 Black,"8,320,000"
Registered,Red,Local Used,,3500,,Toyota,7667,Sienna,,Lagos,,Registered,,2007,/jEY4wdZq832TcNLp66AiqP0zbtN1evN?lid=d8bSWVGjNiytOFDi,Lagos State, Ikotun/Igando,Toyota Sienna 2007 Red,"6,300,000"
Imported,Gray,Local Used,,3500,,Mercedes-Benz,233486,M Class,,,,Registered,,2015,/jEY4wdZWyFZ0BTHPv21ai0Lt1VliKhl?lid=d8bSWVGjNiytOFDi,Lagos State, Ikeja,Mercedes-Benz M Class 2015 Gray,"27,040,000"
Imported,Gray,Local Used,,4000,,Toyota,303437,4-Runner,,,,Registered,,2006,/jEY4wdZriQ1hg9FG4o6JqVHy0MQ7mXY?lid=3SfEEsOIG-fNCulo,Lagos State, Ilupeju,Toyota 4-Runner 2006 Gray,"5,775,000"
Imported,Black,Local Used,,2500,,Honda,184797,CR-V,,Lagos,,Registered,,2019,/jEY4wdZgjECDZhliTH7QAyjkYPk4Gtj?lid=3SfEEsOIG-fNCulo,Lagos State, Alimosho,Honda CR-V 2019 Black,"22,758,750"
Imported,Blue,Foreign Used,,3500,,Toyota,194409,Highlander,,,,Imported,,2014,/jEY4wdZofzs3usoRB9m0ftZ7hMEcxRy?lid=3SfEEsOIG-fNCulo,Abuja (FCT), Lugbe District,Toyota Highlander 2014 Blue,"33,280,000"
Imported,Black,Foreign Used,,3500,,Acura,160497,MDX,,,,Imported,,2014,/jEY4wdZdjsuxTLNYtjXAdIdXegWYy40?lid=3SfEEsOIG-fNCulo,Lagos State, Ogba,Acura MDX 2014 Black,"18,900,000"
Imported,White,Local Used,,5400,,Ford,201593,F-150,,Lagos,,Registered,,2010,/jEY4wdZC4eiv0TpUPWaW14PeTh2xhl0?lid=3SfEEsOIG-fNCulo,Oyo State, Ibadan,Ford F-150 2010 White,"8,925,000"
Imported,Gray,Foreign Used,Front Wheel,2000,,Hyundai,292185,Elantra,4,,5,Imported,Limited Sedan FWD (2.0L 4cyl 6A),2017,/jEY4wdZUmc5S0zPKIom47HWjdd4xFns?lid=3SfEEsOIG-fNCulo,Akwa Ibom State, Uyo,Hyundai Elantra Limited Sedan FWD (2.0L 4cyl 6A) 2017 Gray,"16,640,000"
Registered,Black,Local Used,,1800,,Nissan,238486,Sentra,,Oyo State,,Registered,,2001,/jEY4wdZLNI7LBXSNuodzTXkb7JuwPYD?lid=3SfEEsOIG-fNCulo,Lagos State, Abule Egba,Nissan Sentra 2001 Black,"2,205,000"
Imported,Silver,Local Used,,2400,,Toyota,319104,Camry,,Abuja,,Registered,,2006,/jEY4wdZGc0xWRYkf6A8ppfD84ubNQIW?lid=3SfEEsOIG-fNCulo,Abuja (FCT), Lugbe District,Toyota Camry 2006 Silver,"4,725,000"
Imported,Silver,Local Used,,1800,,Toyota,160903,Corolla,,Ogun,,Registered,,2014,/jEY4wdZcXFM2brvwAQZvN4iOyu4yKEG?lid=3SfEEsOIG-fNCulo,Oyo State, Ibadan,Toyota Corolla 2014 Silver,"10,500,000"
Imported,Black,Local Used,,2700,,Ford,64653,Edge,,Lagos,,Registered,,2018,/jEY4wdZPXcdRPGpqPpxuEUXZFILDfVV?lid=3SfEEsOIG-fNCulo,Lagos State, Lekki,Ford Edge 2018 Black,"14,700,000"
Registered,Silver,Local Used,,1800,,Pontiac,150048,Vibe,,Abuja,,Registered,,2004,/jEY4wdZgtWdMHVUCDr7XRAfmFshh4R6?lid=3SfEEsOIG-fNCulo,Kaduna State, Kachia,Pontiac Vibe 2004 Silver,"4,200,000"
Imported,Black,Foreign Used,,3300,,Hyundai,156374,Santa Fe,,,,Imported,,2017,/jlCs49PHWOotPiJibSbub3RaBHGuCX?lid=3SfEEsOIG-fNCulo,Lagos State, Lekki,Hyundai Santa Fe 2017 Black,"20,527,500"
Registered,Silver,Local Used,,5700,,Toyota,107285,Tundra,,Kaduna,,Registered,,2007,/jEY4wdZJ3Im53ssuUAYq3z4mR2Nfbhs?lid=3SfEEsOIG-fNCulo,Abuja (FCT), Jabi,Toyota Tundra 2007 Silver,"12,075,000"
Imported,Blue,Foreign Used,,2700,,Ford,50600,Transit,,,,Imported,,2016,/jEY4wdZxLVIRz2lzEVLmDUMrIfu2TGD?lid=3SfEEsOIG-fNCulo,Akwa Ibom State, Uyo,Ford Transit 2016 Blue,"31,500,000"
Imported,Gray,Foreign Used,,1600,,Opel,284337,Zafira,,,,Imported,,2002,/jEY4wdZMswUxInxVqjXoQAvU8bXjOoO?lid=3SfEEsOIG-fNCulo,Lagos State, Ikorodu,Opel Zafira 2002 Gray,"6,300,000"
Imported,Blue,Foreign Used,,3500,,Mercedes-Benz,70741,GLE-Class,,,,Imported,,2018,/jEY4wdZycz8l3XQI9702Sx65D9wNz1K?lid=BFtzVVlMik5wNFJg,Lagos State, Ikeja,Mercedes-Benz GLE-Class 2018 Blue,"44,887,500"
Imported,Silver,Local Used,,3500,,Toyota,88035,Highlander,,,,Registered,,2008,/jEY4we00oOaJ7MaOOUXHkQbCI8q4iWo?lid=BFtzVVlMik5wNFJg,Lagos State, Ojodu,Toyota Highlander 2008 Silver,"9,975,000"
Imported,Black,Foreign Used,,3500,,Toyota,199899,Highlander,,,,Imported,,2016,/jEY4we01o3PDeYymcUo4f14M6E5O8Tv?lid=BFtzVVlMik5wNFJg,Lagos State, Surulere,Toyota Highlander 2016 Black,"30,450,000"
Imported,Silver,Local Used,,5700,,Lexus,181217,LX,,,,Registered,,2013,/jEY4wdZBXqHHkIyHB4pZVyWH9bSnfYt?lid=BFtzVVlMik5wNFJg,Lagos State, Ilupeju,Lexus LX 2013 Silver,"47,302,500"
Imported,Blue,Foreign Used,,2500,,Toyota,177515,Camry,,,,Imported,,2012,/jEY4wdZgjzJkbN4XzjQQhY4QehOCEKM?lid=BFtzVVlMik5wNFJg,Abuja (FCT), Kubwa,Toyota Camry 2012 Blue,"15,068,560"
Imported,Red,Foreign Used,Front Wheel,2400,,Hyundai,291791,Sonata,4,,,Imported,SE Sedan FWD (2.4L 4cyl 6A),2013,/jEY4wdZv3QOKL54GGXowgdOUXVo0Fup?lid=BFtzVVlMik5wNFJg,Lagos State, Lekki,Hyundai Sonata SE Sedan FWD (2.4L 4cyl 6A) 2013 Red,"10,442,250"
Registered,Black,Local Used,,1200,,JAC,71732,S2,,Lagos,,Registered,,2018,/jlCs49PVZbDuSf2NpsxAGnXs5dyxeX?lid=BFtzVVlMik5wNFJg,Lagos State, Ikotun/Igando,JAC S2 2018 Black,"9,450,000"
Registered,Black,Local Used,All Wheel,3500,300,Acura,219245,ZDX,6,Akwa Ibom,5,Registered,Base AWD,2010,/jEY4wdZG5yIGJjkQlGc04aW5g3e3ZtM?lid=BFtzVVlMik5wNFJg,Akwa Ibom State, Uyo,Acura ZDX Base AWD 2010 Black,"9,975,000"
Registered,Green,Local Used,,2400,,Toyota,141409,Camry,,Lagos,,Registered,,2009,/jEY4wdZEfy29JDeQF9JO1VV70lLs8xp?lid=BFtzVVlMik5wNFJg,Lagos State, Alimosho,Toyota Camry 2009 Green,"8,320,000"
Registered,White,Local Used,,3300,,Lexus,525723,ES,,Lagos,,Registered,,2006,/jEY4wdZPc66xr9oqdHdGEaPZeWX6FHL?lid=BFtzVVlMik5wNFJg,Lagos State, Alimosho,Lexus ES 2006 White,"5,292,000"
Imported,Silver,Foreign Used,,1800,,Ford,375155,Focus,,,,Imported,,1999,/jEY4wdZa3Yl5M4cAuGIRpvoZgEGCaQ0?lid=BFtzVVlMik5wNFJg,Abuja (FCT), Kubwa,Ford Focus 1999 Silver,"4,718,700"
Imported,White,Foreign Used,All Wheel,3500,240,Mercedes-Benz,274366,M Class,6,,5,Imported,ML 350 BlueTEC 4Matic,2013,/jEY4wdZMU5qEUbCw2d2M69P5F3Mao8Z?lid=BFtzVVlMik5wNFJg,Lagos State, Lekki,Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2013 White,"28,080,000"
Imported,Silver,Local Used,,2500,,Toyota,100518,Camry,,,,Registered,,2015,/jEY4wdZXp5Cb2bdAECopHxRMHa0ue25?lid=BFtzVVlMik5wNFJg,Abuja (FCT), Gwarinpa,Toyota Camry 2015 Silver,"13,520,000"
Imported,Blue,Foreign Used,,1800,,Toyota,144344,Corolla,,,,Imported,,2014,/jEY4wdZq8xZ4cEGmylDCVViX7UE0Epd?lid=BFtzVVlMik5wNFJg,Lagos State, Kosofe,Toyota Corolla 2014 Blue,"14,700,000"
Registered,White,Local Used,,3000,,Toyota,280865,Hilux,,Lagos,,Registered,,2011,/jEY4wdZ9BeUU61MbU9VEZ8CFpIvpknL?lid=BFtzVVlMik5wNFJg,Oyo State, Ibadan,Toyota Hilux 2011 White,"12,075,000"
Imported,Silver,Foreign Used,,,,Mazda,217749,3,,,,Imported,,2012,/jEY4wdZSQYuc7hbH6N2Z2LdESfSWv4g?lid=RLgqAcmrimqB1Nam,Lagos State, Amuwo-Odofin,Mazda 3 2012 Silver,"8,295,000"
Registered,Black,Local Used,,3300,,Lexus,336757,ES,,Kaduna,,Registered,,2006,/jEY4wdZa9PciPZvEDx7pKJkkseNd6v3?lid=RLgqAcmrimqB1Nam,Abuja (FCT), Jabi,Lexus ES 2006 Black,"6,760,000"
Imported,Gray,Local Used,,2000,,Hyundai,160501,Santa Fe,,Lagos,,Registered,,2013,/jEY4wdZWM9F6SBoI1KWRxOnacALzUz0?lid=RLgqAcmrimqB1Nam,Lagos State, Ilupeju,Hyundai Santa Fe 2013 Gray,"13,000,000"
Registered,Gray,Local Used,,5700,,Toyota,179117,Tundra,,Anambra,,Registered,,2007,/jEY4wdZPo7RTG5ugixbVHAzSSwks84N?lid=RLgqAcmrimqB1Nam,Delta State, Oshimili South,Toyota Tundra 2007 Gray,"23,920,000"
Registered,Gold,Local Used,,2000,,Toyota,176913,RAV4,,Lagos,,Registered,,2002,/jEY4wdZippf33WqxIAgXw28d7yHKGkR?lid=RLgqAcmrimqB1Nam,Lagos State, Ilupeju,Toyota RAV4 2002 Gold,"4,680,000"
Imported,Blue,Foreign Used,,2000,,BMW,226790,320i,,,,Imported,,2014,/jEY4wdZJKBwOLG17yXMD6K2d1PO5cLf?lid=RLgqAcmrimqB1Nam,Abuja (FCT), Jabi,BMW 320i 2014 Blue,"17,680,000"
Imported,Gray,Local Used,,3500,,Lexus,260058,RX 330,,,,Registered,,2006,/jEY4wdZLPPK07PCuXeimq2VOPxm2Ewt?lid=RLgqAcmrimqB1Nam,Lagos State, Surulere,Lexus RX 330 2006 Gray,"6,300,000"
Imported,Silver,Local Used,,2000,,Mazda,265195,CX-7,,Lagos,,Registered,,2007,/jEY4wdZg0vRqZCyhqSOqEnUwDoTrc05?lid=RLgqAcmrimqB1Nam,Lagos State, Amuwo-Odofin,Mazda CX-7 2007 Silver,"3,360,000"
Imported,Gold,Local Used,Front,1800,128,Toyota,315419,Corolla,4,Abuja,5,Registered,CE,2007,/jEY4we00ytI46dWJiV8VCaTbhldxNxH?lid=RLgqAcmrimqB1Nam,Abuja (FCT), Lugbe District,Toyota Corolla CE 2007 Gold,"6,240,000"
Imported,Black,Local Used,,4700,,Lexus,93338,GX,,Lagos,,Registered,,2004,/jEY4wdZBi7yBd4C8n5se0A3Cx90SuVf?lid=RLgqAcmrimqB1Nam,Lagos State, Alimosho,Lexus GX 2004 Black,"7,875,000"
Imported,White,Foreign Used,,3500,,Mercedes-Benz,106871,GLE-Class,,,,Imported,,2016,/jEY4wdZdtaRLyoTgS78CHCfRQO1YaDa?lid=RLgqAcmrimqB1Nam,Lagos State, Lekki,Mercedes-Benz GLE-Class 2016 White,"28,350,000"
Imported,Blue,Local Used,Front,2500,178,Toyota,89471,Camry,4,,5,Registered,SE 4dr Sedan (2.5L 4cyl 6A),2015,/jEY4wdZrBEOLphnjCCjgLmyW1Xcjhlc?lid=RLgqAcmrimqB1Nam,Lagos State, Lekki,Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 Blue,"11,378,850"
Imported,Black,Foreign Used,,3500,,Toyota,347149,Avalon,,,,Imported,,2014,/jEY4wdZth52PTdb8XLSqFYAbu5Qdtdd?lid=RLgqAcmrimqB1Nam,Lagos State, Lekki,Toyota Avalon 2014 Black,"20,800,000"
